C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_52_914.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_52_914.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_52_914.jpg, 0, 0, 0, 6.715037E-05
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_53_015.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_53_015.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_53_015.jpg, 0, 0, 0, 6.721222E-05
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_53_116.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_53_116.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_53_116.jpg, 0, 0, 0, 6.773918E-05
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_53_217.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_53_217.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_53_217.jpg, 0, 0, 0, 6.707956E-05
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_53_317.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_53_317.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_53_317.jpg, 0, 0, 0, 6.745689E-05
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_53_418.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_53_418.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_53_418.jpg, 0, 0, 0, 6.698335E-05
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_53_523.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_53_523.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_53_523.jpg, 0, 0, 0, 6.70443E-05
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_53_625.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_53_625.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_53_625.jpg, 0, 0, 0, 6.694915E-05
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_53_727.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_53_727.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_53_727.jpg, 0, 0, 0, 6.748602E-05
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_53_828.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_53_828.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_53_828.jpg, 0, 0, 0, 6.675372E-05
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_53_933.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_53_933.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_53_933.jpg, 0, 0, 0, 6.936119E-05
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_54_036.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_54_036.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_54_036.jpg, 0, 0.1410864, 0, 0.09348243
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_54_138.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_54_138.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_54_138.jpg, 0, 0.4451991, 0, 0.4374134
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_54_239.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_54_239.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_54_239.jpg, 0, 0.752234, 0, 1.09976
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_54_340.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_54_340.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_54_340.jpg, 0, 1, 0, 2.096984
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_54_441.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_54_441.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_54_441.jpg, 0.1768188, 1, 0, 3.217793
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_54_541.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_54_541.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_54_541.jpg, 0.4764981, 1, 0, 4.36691
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_54_642.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_54_642.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_54_642.jpg, 0.7086356, 1, 0, 5.474691
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_54_743.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_54_743.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_54_743.jpg, 0.4160832, 1, 0, 6.631654
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_54_845.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_54_845.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_54_845.jpg, 0.1110048, 1, 0, 7.775043
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_54_948.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_54_948.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_54_948.jpg, 0, 1, 0, 8.895593
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_55_049.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_55_049.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_55_049.jpg, 0.310992, 1, 0, 9.991864
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_55_152.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_55_152.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_55_152.jpg, 0.2713359, 1, 0, 11.06225
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_55_253.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_55_253.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_55_253.jpg, 0, 1, 0, 11.96828
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_55_356.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_55_356.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_55_356.jpg, 0, 1, 0, 13.32386
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_55_458.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_55_458.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_55_458.jpg, 0.2611125, 1, 0, 14.44879
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_55_560.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_55_560.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_55_560.jpg, 0.5640684, 1, 0, 15.44903
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_55_662.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_55_662.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_55_662.jpg, 0.3664782, 1, 0, 16.41999
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_55_766.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_55_766.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_55_766.jpg, 0.06600787, 1, 0, 17.56634
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_55_867.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_55_867.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_55_867.jpg, 0, 1, 0, 18.44768
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_55_970.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_55_970.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_55_970.jpg, 0, 1, 0, 19.60371
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_56_074.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_56_074.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_56_074.jpg, 0.08651251, 1, 0, 20.79929
C:\Users\14127\Desktop\IMG\center_2020_05_02_16_19_56_175.jpg, C:\Users\14127\Desktop\IMG\left_2020_05_02_16_19_56_175.jpg, C:\Users\14127\Desktop\IMG\right_2020_05_02_16_19_56_175.jpg, 0.3868461, 1, 0, 21.65438
